Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
1910,B005FG6KZ8,A1X16IX0PJ2KNW,N. Woods,0,0,5,1330041600,Delicious,"These are quite tasty and delicious, I love them....BUT the prices here are RIDICULOUS!!! Did I say Ridiculous? Oh So RIDICULOUS!!! But Im here to rate the product not the price...5 Stars for the Product.",NEGATIVE
1911,B005FG6KZ8,AWK4T35ZVE24R,"William L. Armstrong ""bill said so""",0,0,5,1326931200,The best Cheetos out there,"A little costly but they are good and fresh too, not stale at all. Would recomend to any Cheetos fan.",POSITIVE
1912,B0016PKA1C,A21KEWQVHOIHFJ,ocannie2002,14,14,2,1293321600,Found the solution on how to open it,"I bought this because I had been seeing this pod in magazines and other places. I thought it would be a great addition to my fridge to save money on cilantro. However, this is very poorly designed. I could not open it whats-or-ever, even after searching through reviews after reviews. Finally, my genius boyfriend found the solution! Basically, you will need to open it from the BOTTOM. You will need to squeeze the two sides next to the cap in order to open it. You will have to be careful when you are opening or closing it while there's water in the pot. If any one who is reading this still having problem opening it. Let me know. I'll try to explain it better there. But anyway, this is a pretty useless product for its productivity, but a bit more useful if you are too lazy to make your own, and wants a prettier fridge. You can make you own with a cup (or any container) filled with a bit of water and wrapped in plastic bag with the herb....(so unless you have money to waste, don't buy this useless pot).",NEGATIVE
1913,B0016PKA1C,APHB4GY5WEVOP,"Alan Howard ""AHowah""",11,11,5,1244937600,WORKS FOR ME AND SAVES ME $$$$,"This product works great for me.  I hate spending money on herbs just to use a little and have the rest go bad shortly after.  I put some herbs (mostly basil) in here and they were fresh for a few weeks!  No leakage probs either, the bottom is clearly labeled to twist to lock and the plug stays flush.<br />This thing has already paid for itself in money saved and looks pretty cool in my fridge and on the counter when I'm ready to cook.",NEGATIVE
1914,B0016PKA1C,A1TPHJAGEOQZQJ,A. Paskow,7,7,5,1245024000,This thing is great!,"I have had my herb savor for a few weeks now, and I was waiting to write a review until my herbs went bad, so I could tell you how long it takes, but it never happened. For the first time ever, I used all of the herbs before they went bad. I have not had any problems with leaking. Everything closes up nice and tight on mine. Plus, this thing just looks really cool!",POSITIVE
1915,B0016PKA1C,A1BFF0SPH2VZC4,"A. Wise ""Ilikestuff""",4,4,3,1265068800,A little hard to open,I bought this as a gift for my mother. She likes it but says it is hard to open. When she unwrapped it I remember having to help her figure out how to open it. It took me a minute. If you have arthritis you won't be able to pry this open!,NEGATIVE
1916,B0016PKA1C,A1MPHD8OJTXR1R,A. Marvin,3,3,2,1266105600,"Great concept, poor product","I have had the herb pods for about 6 months.  They are a great concept, but have a poor design. The plastic cover is very hard to take off and snap back on.  I'm  constantly afraid that I'm going to break it.  The pods do keep herbs fresh for several weeks in the fridge as long as you replace the water.  Unfortunately I don't use them half of the time I buys herbs because they are more trouble than they are worth.",NEGATIVE
1917,B0016PKA1C,A36LOFUR3U753Z,L Parr,2,2,2,1304380800,"Too small, too hard to open","With no clear instructions on how to open and close the unit, the first few times are an act of frustration.  When I finally realized that if I grip with my thumb and forefinger over the clear plastic shield, about one third from it's bottom and squeeze the sides, the bottom lip pops out nicely.<br />I will agree that this size is too small for most popular herbs like parsley, basil ect.  The company does now make a larger unit and it looks like it is more user friendly.<br />All in all I like it, I took away one star for the lack of instructions.<br /><br />3/2012: After a few months I have thrown this thing away.  It became increasingly harder to open and the size was just too small for the herbs I use most.  I have seen some newer, larger units that don't have the issue with opening it like this one has...I'm going to order one of these.<br /><br />I no longer recommend this unit and have lowered it to 2 stars.",POSITIVE
1918,B0016PKA1C,A32F0SQ7I9PO0L,Barbara J. Conine,1,1,1,1331164800,can't open,"Despite reading the reviews of others on how hard this was to open, I was confident I knew the secret so would be fine. Not so. No matter what I did, couldn't pop off the clear plastic lid. Instructions showed the bottom part screwing off, didn't. Husband couldn't even do it and he opens everything for me. He finally got it open, only held about half of the aspargus which is what I wanted it for so tossed it in the garbage and then bought one from Progresso that we both can open. Note to self, pay MORE attention to what people are saying.",NEGATIVE
1919,B0016PKA1C,A1T277YTLM09T9,B. Cooley,1,1,2,1323561600,"Great idea, such a pain to open and close","The reviews on this are so true. Great idea, but such a pain to pop the clear lid off from the side, even once I figured it out. I keep waiting for it to break in my hands because it does take some pressure to pop off the lid - but it feels fragile and likely to break with too much pressure. I would consider buying one of the new designs that seem sturdier and open from the top (not the side).",NEGATIVE
1920,B0016PKA1C,A28SD5Y42J7K15,Ms Bailey,1,1,5,1311033600,Keeps basil on the counter...cat proof!,I've had trouble storing fresh basil because I learned a long time ago not to put it in the fridge.  My cat is attracted to anything in the plant family (with disasterous results).  This keeps my basil fresh and the cat ignores it!,NEGATIVE
1921,B0016PKA1C,A19OAB9Y3GT3SO,Jennifer,1,1,1,1305072000,Save your money!,"I rarely write reviews, but these pods are so awful, I was hoping to save even one person from wasting their money like I did.  The little green plug barely stays in -- even after twisting it -- so the water is always sloshing out.  And the clear plastic cover is absolutely the worst design.  It is nearly impossible to remove and actually snapped into shards when I tried to open one of the pods.  (And I can attest that those plastic shards are sharp!)  If you are able to actually open the pod, be prepared for the water to splash out from the bottom.  Even if the pods actually worked well and preserved the herbs (which they don't really do), they would not be worth the aggravation or cost.  Like another reviewer said, just put your herbs in a cup with a little water in the bottom and a plastic bag covering the top.  Works perfectly and costs nothing.  Please don't waste your money on this!",NEGATIVE
1922,B0016PKA1C,A3BH4HA3R81GS1,kk,1,1,3,1303776000,"keeps herbs fresh, looks nice--awkward to use","I've had a couple of these for a few years but find that I don't use them all that often because their size & design limits their usefulness. For bushy herbs like cilantro or parsley it only holds a small bunch, and it's difficult to keep the bunch together while you snap the lid back on. Since the bottom cup is so shallow herbs tend to flop out the front unless you lay the pod down when first filling it. It works great for asparagus, but only for small-ish bunches and if the spears aren't too tall.<br /><br />More often than not I simply use a canning jar + 1/2"" of water with a plastic bag over the top, which keeps the contents just as fresh and allows for easier access. These pods do look much nicer in the fridge than a bag-topped-jar, however, and the clear front makes it harder to forget what's in there.<br /><br />They are definitely well made and not prone to leaking or tipping over. And the little drain port is fun to use.<br /><br />But it only works for small bunches.",NEGATIVE
1923,B0016PKA1C,A3SKJR85RGGZG7,"goosedude ""goosedude""",1,1,3,1300665600,Would be a great product....if it was easier to open,I got one of these for XMAS...and to be honest it does work well and does extend the life of your fresh herbs while providing an attractive container.<br /><br />The main problem is the container is difficult to open. It does get easier over time but whoever designed this thing should not have made it so hard from the get go.<br /><br />The thing is its very easy to open when there is nothing inside it as you can you use as much force as needed open it (you don't need to open the bottom....just squeeze the sides and pull the plastic cover up and out FIRMLY). Don't worry...you won't break it. It is pretty sturdy plastic.<br /><br />The real issue is when it is filled or has water in it...its difficult to use that much force and popping it open without spilling.<br /><br />I've just resorted to emptying the water reservoir through its fill port....then popping it.<br /><br />PREPARA...please read these reviews and improve on the next design!!!,POSITIVE
1924,B0016PKA1C,A2XXD7R9EOE6S1,Monica,1,1,2,1299715200,"Works, but hard to open...Buy larger version instead of pod","Even with the tips shared on how to open it, it's still pretty difficult to open.  I guess I have weak hands. My husband usually has to open it for me, and even he doesn't do it with ease.  I would recommend getting the larger Prepara herb savor instead of the pod.  It's much easier to open and can hold more.  I could hardly fit any cilantro in the pod (considering that the grocery sells them in such large bunches and I only use half).",NEGATIVE
1925,B0016PKA1C,A314KQRCVYGBO,"ReadsTooMuch ""PJ""",1,1,2,1295395200,"Sorry Oprah, not one of my 'favorite things'","Saw this on Oprah's favorite things and thought it would make a great little Christmas gift for my friends that love cooking as much as I do. Since they come in packages of three, I kept one and gave two away. I couldn't open mine to clean it, so my husband had to open it and he had a hard time. I thought it was just too tight from the factory. My basil looked great after ten days. But when I went to use the basil, I could not open the pod. Husband not home...neighbor not home...dog missing thumbs. I tried lightly rapping it against the counter edge and the seam cracked right down the middle. (Okay, maybe a little harder than 'lightly,' I was pretty frustrated.) Luckily I had emptied the water, so I only had a small mess to clean up. The pod went into the garbage...forcefully. I checked with my friends. Friend #1 had the same problem and her pod is now a rooting capsule for plant clippings because she had to throw away the clear cover...it also broke when she squeezed the pod to try to open it. Friend #2 has now been warned. There were no special tips included on how to open the pod and judging from comments I've read, we're not the only ones who have had this problem. I think this was designed by the same guy that invented the  security wrapping/tape on music CDs! I've gone back to my old method...a wide-mouth mayo jar with pretty hair band holdingdown a circle of fabric...it works!",NEGATIVE
1926,B0016PKA1C,A14HZY7NHRZTZV,ESimons,1,1,2,1292803200,Wilted hopes,"I wanted very much to like this product, but after using it for more than 9 months, I just can't. The clear plastic cover is very difficult to get off, especially when the pod is filled with water. It's also difficult to get the cover on, especially when you're trying to store bushy herbs like parsley or cilantro. The o-ring that is supposed to seal the bottom of the pod doesn't seem to seat correctly. After removing the bottom of the pod to clean out dirt left behind from some rooted herbs, I've never again been able to get it to be water-tight. Consequently, every time I use my pod,I have to store it in a bowl or else I'm mopping up water from my fridge shelf. On the plus side, the leaky bottom helps to remind me to change the water every day!",NEGATIVE
1927,B0016PKA1C,A618BKNYH6AQC,J. Nolan,1,1,5,1273968000,just works,"My wife bought me this for storing fresh herbs and despite initial skepticism I gave it a try. It seemed to work well enough for basil, even freshening up some wilted leaves... but the ""seal the deal"" moment was when I put some fresh thyme in it and put it in the back of my refrigerator where I mostly forgot about it. 6 weeks later (we were gone for 2 weeks on vacation) I opened it and the thyme was as fresh as the day it was cut. I doubt it would sustain all greens for this long but the fact that it kept thyme fresh for over a month longer than a plastic bag in the produce drawer would have made this an easy $10 to justify.<br /><br />It's always a nice surprise when a kitchen gadget delivers the goods.",NEGATIVE
1928,B0016PKA1C,AFKOTNVXRB4GM,shopsalot,1,1,5,1267574400,WONDERFUL!!  This is perfect and saves me a fortune,"I bought one of these about 4 or 5 months ago - and I LOVE it!  I have kept a combination of Rosemary, Thyme and parsley.  They have all kept fresh for more than 4 WEEKS!  No brown spots, no rotten leaves - just perfect.<br /><br />I Highly recommend this product - no problems with leaks or the plug not holding.",POSITIVE
1929,B0016PKA1C,A25BFBLWO5E43U,Eli B. Hariton,3,4,5,1245110400,Stylish Saver,"I am a college student who loves to cook and this was given to me about 4 months ago. I am so impressed with its ability to keep my herbs fresh for such a long period of time. It not only gives more options when I am cooking by having fresh herbs available, but also, its easy to clean, and stores easily in my small fridge. I really think this is a must have product for EVERYONE!<br /><br />And if interested in a larger one, I attached a link to the company site (Prepara), where you can see all their cool and innovative products.<br /><br />[...]",POSITIVE
1930,B0016PKA1C,A38QPFGJOQCD2W,"Giselle Jacques ""G. Sharp""",6,9,1,1241308800,Caveat emptor! Disappointing,"I've been told that the refrigerator of the future will have herb/vegetable/salad bins inside to grow vegetables and I thought the Prepara Herb Savor Pod looked like the perfect precursor. Wrong. The detachable bottom comes loose continually and leaks water everywhere. Similarly, the plastic plug at the back does NOT hold. A good idea, a nice-looking product, but poorly executed. Refrain from purchasing -- plastic bags are MUCH, much better.",NEGATIVE
1931,B0016PKA1C,A3CH8LYXEBGFDG,Sharon,2,3,1,1265155200,this gadget just doesn't do the job.,"I threw this away after about a week of ownership.  Couldn't get the clear plastic cover on and off without spilling water all over, and half the time, I couldn't get it off at all.  It only works for long stemmed herbs, and all need to be about the same height.",NEGATIVE
1932,B0016PKA1C,A1R1XBHTULVHBM,Scott,0,0,5,1348185600,Works great!,Actually saves my basil and cilantro for an extra week or two. Thats enough reason for me to buy! Before my basil and cilantro would last only a couple days and I would have to toss them out. This saves me money and a trip to the market!,POSITIVE
1933,B0016PKA1C,AL5822LXTBSDO,"S. Saites ""Garden Lover""",0,0,2,1344211200,The Picture is Misleading,"The Prepara Herb Savor Pod is advertised holding asparagus. That was why I purchased it, thinking it would be good for keeping asparagus fresh. In reality the pod will hold very few spears and they would need to be quite thin and short.  The ad is misleading. I'll keep it for storing herbs, but asparagus is out of the question.",NEGATIVE
1934,B0016PKA1C,APYLBMTTC7SVS,L. Dahlgren,0,0,5,1298073600,I am buying more!,"I got this in my Christmas stocking from my stepfather.  We're both foodies, and try to cook like chefs in our homes.  I love this product.  I use this one for scallions/green onions which until recently always went bad before I could use all of them.  Sometimes I threw out more than 5, most times 2 or 3, but I honestly cannot remember the last time I used every single one.  That is, until now.  Inside the savor pod, they grow and keep for weeks (easily more than 3).  I am planning on buying the set of mini savor pods so I can actually use them for fresh herbs - storing my herbs in the same container as my onions is not a good idea.  The only drawback with this product is that the clear plastic cover is a little tricky to remove as others have mentioned, but wrestling with it is OK with me so long as I can use all my product before it goes bad.",NEGATIVE
1935,B000F4EU52,A2PNOU7NXB1JE4,"Peggy ""pab920""",14,17,1,1153008000,Inside of can corroded,"After I enptied the can, I noticed it was black in an area at the top of the can and appeared to be corroded. Of course I was afraid to eat the fruit, so I threw it away. I am waiting for a response from Native Forest to ascertain the type of metal can and if it is harmful. One would expect if they went to the effort to be certified as organic, they would use safe canning. I will post an addendum w/ their response.",NEGATIVE
1936,B000F4EU52,A38DUAG2FRUMBK,David Daniel,8,9,1,1244073600,Not Safe!,After reading a previous review I carefully inspected the cans when they arrived. The cans were immaculate and very clean so I felt relieved. After cooling in the fridge I ate the first can. The fruit was very mushy and not attractive to look at and frankly a disapointment but did not taste rotten per say. Only minutes later though my mouth felt like acid was eating at it and was very painful for hours even after washing out my mouth. I eat much canned and fresh fruit and this was a first for me. Only days later my teeth and gums were infected and I had to go to the dentist for the pain was so bad. He found infection and I had to undergo a treatment of antibiotics and painkillers before I was finally ok again after about 2 weeks. SHEESH! Needless to say I threw out the remaining cans of fruit! The problem must be at the source as the cans and packaging were 1st rate and shining clean. Quality control must really suck. I'm all for natural but great care must be taken so contamination is avoided. This is a foreign product and their health standards may be lacking there. I would stay far away from this stuff if you value your health!,NEGATIVE
1937,B000F4EU52,A1S4Y637N2ZY7Y,Devra A. Freedman,3,3,1,1279670400,Tastes like mushy pineapple,This product was a complete disappointment. Tastes like mushy pineapple. There was no papaya taste.,NEGATIVE
1938,B000F4EU52,A6BL422N584T,OCK Products,2,2,1,1323475200,"Rotten, spoiled taste and look!!","I will never buy this item again!! I was addicted to it until the last order!! Fruits had foul smell, tasted rotten!! Was the expiration dates forged!?",NEGATIVE
1939,B000F4EU52,A36WGHR8TO5DKT,"Goldwave ""shopper""",2,2,5,1239235200,Great Option for Keeping Fruit at Work,"I was amazed at how good this is for canned fruit (which I normally won't touch).  In particular I adore papayas and mangos.  The fruit juice instead of syrup is also very nice.  The easy pull-top on the can makes this a great item to stash in my desk drawer at work, so that I can have a fruit snack easily even if I was too busy or forgot to bring lunch.  So far I haven't gotten a can that had any problems.  The watermelon isn't crunchy - of course not! - but it's good, and certainly not ""slimy"".",POSITIVE
1940,B000F4EU52,A374MHJO2OR1S4,R. Williams,4,5,5,1231372800,Great Dessert!,"This is great chilled and topped with fresh whipped cream.  It is my husband's new favorite dessert.<br /><br />I don't find the texture off-putting.  Of course, is isn't as crunchy as fresh fruit, but the taste is great.<br /><br />If I can get my husband to eat fruit instead of ice cream it gets an A in my book!",POSITIVE
1941,B000F4EU52,AYWPUWMMWS40Y,sue,1,1,3,1274832000,tropical fruit,"I tried Tropical Pineapple it was delicious. I gave a bad review for Tropical Fruit Salad becuase it had watermelon and pineapple in it I think the two of these were competeing for the flavor. I see now thats what I think it was, probably not a bad product at all. Sue",NEGATIVE
1942,B000F4EU52,A2UK61LFJ2MMHR,Dorothy Tellez,2,3,5,1233532800,Best canned fruit I have ever eatten,"My 1 yr old Granddaughter, and I cannot get enough.<br />and it is good for you!",POSITIVE
1943,B000F4EU52,A2JQ1PEOZK8L9Q,"Ms. Szymanski ""Perfume maven""",1,2,3,1175040000,Organic Fruit Review,"This fruit would be fine if it were not for the soft slimey textured watermelon and some other fruit that is in this can that is just slimey and icky. There are certain fruit that shouldn't be canned, and otherwise the crunchy pieces are fine. Much of the soft fruit I had to discard. Albeit, this item is good frozen and added to other fruit to make smoothie's then you don't have to taste the slime.",POSITIVE
1944,B005ATI9EU,A3LR0Y3LGKAND4,Mase,1,1,2,1344556800,Okay but some weird flavors,"EDIT:  I just noticed each bag is only 1.76 pounds, not 2.2.  My review is not 2 stars instead of three.<br /><br />First off, as you can probably guess by the pictures, these are sour gummies.  That isn't said in the description.  Also, each one is about 2 to 2 1/2 inches in length and 1/2 inch wide.<br /><br />Texture and flavor:  The came to me soft and with the same texture as most gummies such as peach rings.  The sourness is average, not overwhelming but not too little.  Where I took off the 2 stars was the flavor (most important part).  As I chewed them, a few different flavors hit my tongue, none of which tasted that great.  I couldn't make out any of them in-particular (not good at that anyways) but the combination was just plain strange.<br /><br />I could see myself getting through one bag but will probably give the other 3 away to nephews/niece.  After all, they will eat anything sugar coated right?",NEGATIVE
1945,B001HBTGI8,A2G7BCXIH2RDBB,"D. Mckowan ""Martini Wielding Power-Reader""",10,10,4,1246838400,So much easier!,"I'm a big fan of the Dirty Martini - but I simply can't eat enough olives to keep up!<br /><br />Love this stuff - Not quite as tangy as Dirty Sue, but still very vibrant.",POSITIVE
1946,B001HBTGI8,A2MND5PX55LHXL,pdan,7,7,5,1238371200,"makes a quick,tasty martini","We have reorderd this product many times...makes a great dirty martini..delivery is prompt, product well packed",POSITIVE
1947,B001HBTGI8,A2U8ACSYDKRX1W,"Teri ""Teri""",6,6,5,1246406400,Dirty Martini Olive Juice,This is an excellent product.  We always ran out of olive juice before we ran out of olives when making dirty martinis.  Now we have a terrific source for great tasting olive juice and our dirty martinis have never been better!,POSITIVE
1948,B001HBTGI8,A36NV56UEUTJMH,"Joseph P. Sparks ""Joe Sparks golfer""",3,3,4,1260230400,A good dirty martini,"the last case (a different brand)we ordered from Amazon was so terrible we threw away the entire case.  However, the Boscoli brand is very good and we can enjoy a good dirty martini.",POSITIVE
1949,B001HBTGI8,AJTIL0DUZXS3Z,P.M. Nugent,1,1,3,1268524800,White Flecks?,What are the white flecks floating in my recently ordered bottles of Dirty Martini Olive Juice?,NEGATIVE
1950,B001HBTGI8,AXRAS7FLREODU,Joyce R VanArsdale,0,0,5,1350604800,Love this!,If you like Bloody Mary 's and dirty martinies this is a must. You won't be sorry. I'm so glad I found this product.,POSITIVE
1951,B001HBTGI8,A8FLUHLFP5QIO,kevin krissow,0,0,5,1338768000,Better than the real stuff,This stuff is outragous. It is simply the best olive juice on the market. I tried another brand and it did not come close to Boscoli. This stuff is actually better than the olive juice that comes from the jar of olives. I would highly recommend this product.,POSITIVE
1952,B001HBTGI8,A3V0JZF9SFQ4AF,"D. Miles ""Happy Camper""",0,0,5,1332720000,This is the stuff !!,"I've tried a few different 'Dirty Martini' mix's, etc. but I prefer the actual juice from the olive jar. Well, as any experienced dirty martini drinker knows; you soon have way too many olives and not enough juice. Boscoli Family Dirty Martini Olive Juice is the real thing. I usually buy 4 of the 25oz. bottles and that'll last me several months. Shipping is pricey but the bottles come not only packed in peanuts but also bubble wrapped. They pack 'em in a sturdy cardboard box and tape it up real well. I live in a rural area and usually get my order in about 4 days. Fantastic experience all the way around.",POSITIVE
1953,B001HBTGI8,A1Y95M22CAXJPL,ballyeagna,0,0,5,1323216000,My husband loves his Dirty Martinis...,"He never has enough juice left over from his jar of olives, we therefore end up with more olives then we can eat, just buying the juice makes alot of sense.",NEGATIVE
1954,B001HBTGI8,A2HWA1SN3JW1YZ,"E. Barnes ""Vatoblanco""",0,0,5,1304899200,Dirty Martini Olive Juice,"Excellent service & price for the product, order shipped quickly & received in good condition. Will be ordering again as long as the price stays this good. You really can't beat the price.",POSITIVE
1955,B001HBTGI8,A20FYL3KJ5KRU5,Louis Galizio,0,0,2,1298937600,olive juice,I purchased this item because it was cheaper than other olive juices. i was looking for a good quality olive juice for martinis. i was pretty disappointed. the juice is very strong. i followed the instructions and put the ratio on the bottle into the shaker and made a martini. the ratio was 2 part vodka to 1 part olive juice. it was way too salty. the olive juice was over powering. i made a decent dirty martini with 2 parts vodka 1/4 part olive juice. i would not recommend this item.,NEGATIVE
1956,B001HBTGI8,A2IGNVVY8NY3L1,Peg,0,0,5,1289779200,Great Dirty Matinis,"The olive juice I purchased was not only inexpensive, but has a great flavor.  I have looked for a long time to buy olive juice for martinis, but I could not find anyone that carried it.  thanks Amazon.",POSITIVE
1957,B001HBTGI8,A3O25UK3UVDD1N,"Cecil R. Redd, Jr.",0,0,4,1280793600,Dirty Martini,"This product is great if you want a dirty martini, I highly recommend this product and it saves you from buying olives and wasting just to get the brine.",POSITIVE
1958,B001HBTGI8,A2ZKYNZ52F3W2S,Michael L. Neeser,1,2,1,1319241600,Not really olive juice,Ordered this a few months ago only to find it is just basically lactic acid.  Read the ingredients.  The main label says olive juice by no such thing.  I am going to suggest that Amazon take this off the website.,NEGATIVE
1959,B001HBTGI8,A3PGAEF216LDQU,tyg3rstyl3,0,1,2,1327276800,It's not worth it!,"This product is simply for cheap liquor since taste and quality is not important!  I prefer to drink my Grey Goose straight; however, on occasion it is absolutely delicious with a very tiny splash of olive juice.  This product was a a quick fix for me to stop purchasing olives in order to use the juice.  It's not worth it!!  The after taste is worse!!",NEGATIVE
1960,B00473VNHK,AHHKCSGLY109E,Sunshine,0,0,5,1340841600,Morton Sea Salt,We use and buy sea salt instead of regular salt like sea salt came as promised in good condition have nothing else to say,NEGATIVE
1961,B00473VNHK,ASRXS63OHE00O,Rachel Ling,1,2,2,1296259200,Hard to control the quantity.,"Sea salt is more easily administered with a salt mill. This is just a salt shaker that delivers uncontrollable amounts of sea salt and anti-caking agent into your food, and no iodide. The anti-caking agent isn't event that effective, so the salt either comes out in clumps or gets stuck at the exit. Stay away!",NEGATIVE
1962,B004H4R0YO,A2L3ATJQPPDJ86,Willie P.,0,0,5,1320019200,Great Cooking Oil !,"Love this Balance Blend of Oils , especially in mix batters such as : Pancake , Cornbread ,Cake , Etc... , a good oil to ingest !",POSITIVE
1963,B001FQ0UEE,A1NBK07JEBCFI,Jess,5,5,5,1270944000,Yum,I used to buy these at World Market however they discontinued them :(<br />So I am forced to buy them online!  The rose and violet flavors are good however I did not like the anise flavor because they were too strong and licorice tasting for me.<br /><br />I carry these in my purse to freshen my breath and they are really good.<br />Also the tin is very cute.,POSITIVE
1964,B001FQ0UEE,A3J777SEKHAXWH,Cheryl Whittenburg,4,4,5,1275436800,More Than A Little Mint,"Can't live without these little jewels.  Not only is there a surprise in the middle, but it takes me right to the French countryside while enjoying them.",POSITIVE
1965,B001FQ0UEE,ABWUZU0SCL5PW,Howard M.,2,2,5,1313539200,Absolutely wonderful,"A family favorite.  These are really unique treats.  The wonderful taste of flowers.  The violet and rose are great.  Orange blossom wasn't to my liking.  The company that makes them have been around for hundreds of years.  They are made in a small French town that was featured in a movie called ""Chocolat.""",POSITIVE
1966,B001FQ0UEE,AN0P53MA2FSDX,pfft,2,2,5,1310342400,Great to feed others!,"I love these.  I love any floral flavored product. The best part is when people ask for a mint or candy or whatever,  offer these but don't tell the flavor.  The reactions are YouTube worthy.",POSITIVE
1967,B001FQ0UEE,A1BC8NZJ1IZZQ,abysinth,0,0,2,1347062400,Sugar Bomb,"This candy tasted like sugar without much rose flavor at all.<br /><br />I ended up throwing most of it out because I don't like so much sugar.... I prefer strong flavors like <a href=""http://www.amazon.com/gp/product/B001KYOENE"">Altoids Twin Pack Mints, Wintergreen 2 tins</a><br /><br />The center of the candy does have a licorice flavor because it's an anise seed.  But there are better licorice candies out there like <a href=""http://www.amazon.com/gp/product/B0029JTZLK"">Twizzlers Twists, Black  Licorice, 1-Pound Bags (Pack of 6)</a>.",NEGATIVE
1968,B001FQ0UEE,AC5L3IAZO1W07,#1aunt,0,0,5,1323043200,These candies are delightful,"I ordered these candies for the first time and I am hooked, they just have a hint of rose the flavor is not overwhelming. I really enjoy them. Highly recommended! Unique candy!",POSITIVE
1969,B000X61Y60,A2XGVBSTZXCMZ9,K. Connolly,0,0,5,1346371200,"Great taste, less sodium","The flavor of this natural sea salt is more nuanced and a bit richer than the typical table salt we're all accustomed to, although describing such subtleties is difficult.<br /><br />One noteworthy fact is that this salt contains less sodium than conventional table salt - 330mg per 1/4 teaspoon, versus 590mg per 1/4 teaspoon of conventional table salt.<br /><br />Another thing to keep in mind is that this natural salt is NOT iodized.  As our thyroid glands require trace amounts of iodine, it may not be wise to entirely eliminate iodized salt from your diet.",NEGATIVE
1970,B000X61Y60,AAT0AMX0Y66XL,curvy,0,0,4,1337904000,sea salt,"i like it and i find the grinder bottle to be very convenient. i like the taste of it and i would definitely buy it again, and considering its healthy use for sure.",POSITIVE
1971,B000X61Y60,A3938FVCCPHATX,Susan K. Dunaway,0,0,5,1331596800,Nice condiment,"I bought this because my husband wanted to try the French sea salt as it was recommended on a cooking show.  The grinding mechanism works well and he seems to like it.  I did not realize, however, that it is not ""iodized"" and that may be a concern for some folks who need to make sure they take in enough daily iodine.",POSITIVE
1972,B000X61Y60,A1JDIGO3V127GX,A. P.,0,0,5,1314576000,Great product.,I really liked the taste. It is well priced too. It is a great and healthy alternative to table salt. I even used it on salad.,POSITIVE
1973,B000X61Y60,A3ECE51AG6ZK4B,"Seadreamer ""Seadreamer""",3,5,3,1298332800,A taste that needs to be acquired...,"I have never had sea salt before but the 95% sodium free got to me.  It has to be an acquired taste because I don't really like it --- perhaps if I used it regularly I would not want to go back --- and, perhaps if the salt came from other seas around the world it might taste different as well...",NEGATIVE
1974,B0017165OG,A2EPNS38TTLZYN,tedebear,0,0,3,1312675200,Pok Chops,The pork chops from Omaha Steaks were very tasty but at the same time exceptionally dry. Pork is usually dry meat but these were to the extreme. Possibly shipping them frozen and keeping them frozen was partly the problem.,NEGATIVE
1975,B000OR0WFM,A1Q5Z71A9YIP9M,"Linda M. Moyer ""Linda Moyer""",1,1,5,1292889600,So yummy-wonderful inexpensive gift item!,"This is a fabulous gift! I ordered 3 and kept one to try-and they are awesome! The presentation is great, chocolates delicate, creamy, crunchy, and tasty, easy to eat, not heavy. For a mass produced line, this is a real winner. Better than most out there in its price range. Love the 3 different flavors. Will buy again. Great hostess gift.",POSITIVE
1976,B000OR0WFM,A15RQPLL02L5GE,Ian Lim,0,0,5,1325808000,Totally delicious and delightful!,"I ordered this for a friend at South Carolina for Christmas, i want her to try some Italian chocolates, lol!<br /><br />The item was arrived earlier than expected, but, nevertheless, it was well packed and only melts on her mouth, she totally loves it.<br /><br />Three different taste and flavors of Ferreros guarantees to give three different yummy joy, Mmmmm....",POSITIVE
1977,B000OR0WFM,A67BRTVA4MUF6,"BOMBOM ""number1sddd""",0,0,5,1323216000,Excellent service!,"This item was received early.  It was packaged well and in excellent shape!  This was a gift and I am sure it will be received well.  After all, Ferrero chocolates..what's not to like!!!<br /><br />Thanks for the excellent service.  Would use this seller again and would highly recommend!!",POSITIVE
1978,B005HGAVGA,A1GJN4UGQ627FP,Jason B.,0,0,5,1336521600,Great starting pack!,"I bought this as my first pack of K-cups, its definitely a good buy! Assortments are always a little more expensive, this one is very well priced. you get 6 of each and one of them only has 5, thank god they picked decaf for the small one! Great coffee, if I hadn't discovered club keurig I would still be buying these!",POSITIVE
1979,B005HGAVGA,A19CW95YI96OF4,Dawn Marx,0,0,2,1328486400,ddjj,I too was a little disappointed with the mix of the Donut Sampler. In my case I had 12 of the 35 were decaf.  But I guess this is what you get when you purchase a sampler pack through the Amazon warehouse deals section.  All the k-cups had a best used by date of 6/2012.  I was happy about that atleast.,POSITIVE
